database,entries,dumped
ultimatesafelistexchange.com,27842,2018-03-19
una.edu.ve,5,2018-02-07
underdoglaw.com,31582,2020-03-13
underworldempireforums.com,428058,2018-02-26
uni24.de,15839,2018-03-12
unicocampania.it,166184,2020-09-19
unife.org,2447,2018-01-25
unique-crew.net,4382,2017-03-31
uniquecode.ru,9693,2022-02-15
uniquehack.ru,166,2022-02-15
uniquereaders.net,23840,2018-10-16
unirc.it,3312,2018-03-07
universarium.org,568810,2020-10-13
unmined.io,146115,2022-02-17
unrealengine.com,530591,2018-10-03
unrealhack.pw,946,2022-02-15
untwistedvoice.com,1780,2020-05-27
up-hack.ru,292,2021-10-27
updatenext.com,606419,2020-05-05
upkar.in,254033,2021-02-03
upstox.com,100002,2021-10-13
uptrax.de,78826,2018-02-13
us-wireless,43060344,2022-04-22
usa-consumer,11884854,2017-06-13
usa.life,144651,2020-12-16
usabilityscorecard.com,1414,2020-10-29
usaboatownersclub,2986157,2018-03-18
usacan.org,11596,2020-10-29
usapolo.hu,70043,2020-10-29
uschoops.com,330,2019-10-28
usdhyip.com,179,2019-03-14
usedcorvettesonline.com,20504,2020-10-29
uselitewine.com,61,2018-02-07
userscloud.com,626985,2020-01-07
usp.br,1170596,2022-02-23
utkiken.net,7240,2019-10-28
utmagazine.ru,8084,2021-11-15
utorrent.com,394769,2017-03-31
uxt.io,1888,2022-02-15
v-vissotsky.ru,1260,2018-10-16
v2.offroad-bulgaria.com,175,2019-10-28
va-outdoors.com,3145,2017-05-23
vabook.org,6999,2018-10-16
vakinha.co.br,4877998,2020-08-04
valkyrie-wow.org,114101,2021-01-04
valleysolar.com.br,476,2021-02-03
valofe.com,20430,2020-06-11
vampirefreaks.com,1052824,2020-10-13
vantagecontrols.com,17860,2018-07-07
vapersforum.ro,28478,2017-05-21
vatalent.com,3875,2018-10-16
vathorst.nu,0,2017-02-20
vauxhallvivaforum.co.uk,142,2019-03-14
vb.stalker.so,128832,2020-05-09
vb.taylorcraft.org,3852,2019-10-28
vbenterprisetranslator.com,1262409,2018-12-11
vbteam.net,67814,2020-07-16
vbulletin.com,518495,2017-02-20
vcanbuy.com,134304,2018-07-03
vdos-s.com,1203,2020-06-23
vect.org,770,2018-10-16
vegastripping.com,240283,2018-08-28
veltpvp.com,5842,2017-10-26
velvet.ee,10100,2018-10-16
venmo.com,7076657,2019-07-12
verifications.io,1000563312,2020-01-20
verified.cash,25273,2021-11-15
verified.cm,16992,2020-06-23
verified.ru,16992,2022-02-15
verizon.com,8923,2017-07-08
verstaerker.com,3433,2018-10-16
vianet.com.np,175721,2020-05-16
vibby.com,41095,2017-10-25
videodelivery.net,25060,2022-03-16
videolesxi.gr,9843,2018-10-16
videomap.it,27051,2022-02-23
vidilab.com,5204,2018-07-04
viennemilano.com,2492,2021-07-23
vietravel.com,430251,2020-09-15
vigilantgaming.net,2,2017-05-23
vijaysales.com,187523,2020-03-30
vill.ee,48,2017-05-23
villavu.com,137317,2017-09-11
vimecraft.ru,1036,2017-10-30
vimeworld.ru,5204641,2020-10-23
vintage-erotica-forum.com,43664,2017-04-15
vintagehockeyforum.com,756,2019-10-28
vintagers.org,222,2019-10-28
vintaj.com,12803,2017-09-07
vipenguin.com,38897,2019-04-02
viperhcf.com,19053,2017-10-30
viphackforums.net,35103,2020-06-23
vipoferta.bg,349142,2021-06-03
vipstore.com,1652491,2020-04-22
virtual-lms.com,421,2021-10-27
visualshows.com,1048457,2017-11-22
vitaminxp.com,1550,2018-10-16
vitela.org,3,2022-04-26
vivadogs.com,80387,2021-02-01
vivagames.com,805428,2020-07-20
vivahealth.co.id,1529897,2021-10-13
vk.com,100562172,2017-02-20
vkmonline.com,829380,2020-12-16
vmedia.ca,65839,2019-10-28
vnonline.co.uk,16418,2018-10-16
vodafone.co.uk,77228,2017-03-04
vodafone.is,77305,2019-01-13
void.to,86312,2020-09-19
voipforums.com,211824,2019-10-28
volgagirl.com,30324,2018-03-19
volksforum.com,72568,2020-09-21
voltdb.com,2756,2019-10-28
vorshlag.com,827,2019-10-28
votecircle.com,368,2020-12-16
voucher-plugin.co.uk,46200,2018-10-16
vps.it,47147,2018-02-07
vpsace.com,1527,2017-03-31
vrstation.co.il,13485,2017-12-12
vrtalk.com,3040,2017-05-23
vsem.org.vn,962,2020-03-13
vtightgel.net,2447188,2017-05-26
vuilen.com,366096,2018-03-22
vulcanriders.us,8021,2019-10-28
vuzevpn.com,21653,2022-02-15
w0rm.ws,324,2022-03-03
w3schools.invisionzone.com,70144,2018-01-08
waffen-welt.de,13790,2019-10-28
waffleminecraft.com,35523,2017-11-06
walkingdeadforums.com,21308,2017-05-08
walmart.com,2219860,2019-10-28
wanelo.com,23188908,2019-11-18
wappalyzer.com,18511,2021-02-06
warcraftloot.net,417551,2018-03-22
warcraftmovies.com,418436,2020-08-03
warcraftrealms.com,90299,2019-01-13
warezfusion.org,16213,2017-03-24
warframe.com,924595,2017-04-15
warmane.com,1125452,2017-11-09
washington.gov,8822772,2017-05-29
watan.org,1702,2017-05-21
wattpad.com,271169522,2020-10-29
waydate.com,106567,2021-06-03
waynekirkwood.com,402,2017-05-21
wbetfm.com,1761,2018-10-16
wbrm.net,55,2019-10-28
wddsupport.com,233663,2021-04-13
wealth-start-business.com,252237,2018-10-16
wearerealitygames.com,4757,2019-10-28
web2galaxy.de,1200,2018-10-16
webdag.com,382,2020-03-15
webhost.uk.net,732,2019-03-14
webhostingtalk.com,611218,2017-03-31
webkinz.com,22982544,2020-04-22
weblife.co.kr,3852,2018-07-23
webplanete.es,3805,2018-10-03
websanguo.com,504391,2017-06-16
webservertalk.ir,47,2020-03-13
webtretho.com,1703721,2021-10-25
weddbook.com,66019,2017-10-25
wedg.millenniumweekend.org,65,2019-10-28
wedmegood.com,1627160,2021-05-13
weenki.com,18301,2019-08-28
weguccia.teamspeak3.com,2151,2020-08-03
weheartit.com,8604981,2018-03-13
weibo.com,4588377,2017-06-07
weleakinfo.com,23881,2021-09-30
wendys.com.ph,50788,2019-02-28
wesnoth.gamingladder.info,0,2017-02-20
westernsydney.edu.au,2414,2018-07-04
whereinjamaica.com,2535,2018-10-16
whitepages.com,31010888,2020-01-08
whmcs.com,129276,2019-10-28
who.int,3205,2020-04-24
wholebrainpowercoaching.com,572,2019-10-28
widespreadforums.com,44,2020-08-03
wifelovers.com,1349603,2020-06-11
wii-records.com,18728,2017-06-19
wiig.de,4669,2020-03-23
wiiuiso.com,457330,2020-07-09
wildraiderz.com,2169,2017-05-23
wildstar-online.com,742394,2017-02-28
wilting.biz,534,2019-03-14
win7vista.com,202854,2017-04-15
winchesterowners.com,8343,2022-03-28
windyhop.net,188839,2020-07-10
winelistsummit.com,1481,2018-10-16
wingsforum.com,2508,2022-03-28
wiocha.pl,892002,2019-02-04
wiriders.com,327,2019-10-28
wisami.com,14608,2019-12-11
wisc.edu,581,2018-10-03
wisdomjobs.com,238827,2021-04-26
wishbone.io,40295279,2020-05-29
witgoedparts.nl,3416,2021-02-01
wiztango.com,85861,2022-02-15
wlzzradio.com,1761,2018-10-16
wmokorea.org,13778,2020-10-29
wolflair.com,45293,2017-05-08
womanandhome.com,46114,2017-12-05
womvegas.mobi,261789,2018-10-16
wonderclub.com,3936,2018-10-17
wonderpolls.com,308484,2020-05-09
wongelnet.com,6085,2018-10-17
wongnai.com,4298975,2021-02-06
wootstalker.com,4075,2018-07-07
world-psychotherapy.com,32128,2019-08-01
worldmotorsport.com,48577,2020-03-13
worldofthegods.com,350398,2019-02-26
worldofwar.net,1687866,2019-04-03
worldwidefeatures.com,151,2018-02-07
wortkompass.de,377,2019-10-28
wow-mania.com,73764,2017-11-13
wowfon.com,5401,2017-02-20
wowhead.com,909788,2019-04-08
wowjutsu.com,1190935,2019-04-03
wowprogress.com,1208710,2019-10-28
wowsolvus.es,515749,2017-11-09
wowtcg.com,1405525,2019-04-16
writers-ark.com,246,2019-10-28
writetoreel.com,46132,2019-10-28
wscc.mb.ca,3,2022-04-26
wtspy.com,179479,2021-10-25
wvstreets.com,72,2019-10-28
wwgym.com,56535,2019-10-28
xado.us,12723,2020-10-29
xakepok.net,7700,2017-03-31
xakepok.org,21606,2022-02-15
xakepok.su,31866,2022-02-15
xat.com,5937733,2017-02-20
xatech.com,5937733,2018-03-12
xbox360iso.com,1294729,2017-03-30
xboxforum.com,10496,2017-04-14
xboxlivecodes.co.uk,1657,2017-04-15
xcrazy.pl,7712,2020-07-28
xculpter.com,34807,2021-02-12
xdsquare,412,2017-10-30
xhamster.com,378991,2017-03-31
xiaomi.com,7087104,2019-07-14
xiledgaming.com,25066,2020-03-15
xkcd.com,562120,2019-09-24
xoninet.com,14782,2020-03-13
xpgamesaves.com,885174,2017-08-03
xplayn.de,1215,2018-07-12
xploder.net,109635,2017-11-05
xrforums.net,2186,2018-03-12
xronize.com,43797,2017-10-23
xrstresser.com,375,2019-03-14
xsplit.com,2500025,2017-04-18
xsyon.com,59897,2017-05-23
xt660.net,12159,2017-05-08
xtdev.com,2203,2020-01-19
xtmobile.vn,667,2021-04-22
xtra-interim.be,153,2017-02-20
xtremeroot.net,11737,2021-06-07
y9sq.com,441945,2020-08-14
yahoo.com,456580,2017-05-14
yam.com,16325553,2021-04-26
yamaha-xsr-forum.com,154,2019-10-28
yamahaoutboardparts.com,38756,2019-10-28
yandex.com,1261810,2017-02-20
yanolja.com,1046986,2020-07-22
yatra.com,5507285,2022-02-15
yaustal.com,1240,2022-04-26
yeeapps.com,10263,2021-04-26
yelaw.net,346,2017-06-27
yingjiesheng.com,1272472,2019-11-18
yojoe.com,38799,2017-05-21
yopsy.com,21713002,2021-02-03
yottapresto.com,1445011,2020-07-20
youchew.net,7690,2017-06-28
youhack.ru,107358,2021-10-15
youku.com,100259848,2017-06-06
younow.com,40546501,2019-10-28
youporn.com,1500067,2018-02-13
yourversion.com,23621,2018-02-07
youthmanual.com,1126722,2019-11-02
youwinconnect.org.ng,140468,2018-03-22
ys168.com,328588,2017-05-28
yue.com,3010034,2017-08-22
yummyrocketapp.com,107837,2022-03-16
yuu1.com,1720728,2017-10-24
yvesrocher.ca,2406975,2021-04-22
yworld.co.za,785364,2018-03-22
z31performance.com,10947,2019-10-28
zarafa.com,7083,2017-05-22
zarkocomunicaciones.com,51,2018-02-07
zeichnerarchiv.de,2459,2019-02-16
zenstudios.com,534,2017-05-22
zerok.ru,5280,2018-07-13
zeusgame.me,288258,2021-08-04
zhenai.com,7314470,2019-04-08
zhuanzhi.ai,66936,2021-10-20
zing.vn,163669579,2018-09-07
zion-network,4828,2017-03-31
zismo.su,6691,2022-04-29
zloy.org,25014,2022-02-15
zofile.com,44636,2020-05-29
zolus.net,2699,2017-10-26
zomato.com,17000273,2017-11-03
zonealarm.com,5129,2019-10-28
zonehacks.com,2293,2017-05-08
zooma.ru,5681,2017-06-30
zoomcar.com,3590186,2020-05-22
zoomcourier.ph,74856,2021-10-25
zoomsearchengine.com,48700,2021-01-04
zooplus.de,8754,2019-03-14
zoosbook.com,68058,2022-02-15
zoosk.com,72141031,2017-03-29
zooville.org,71405,2020-01-09
zortam.com,3547,2018-10-03
zouve.com,42214,2019-10-28
zoxxe.eu,65356,2022-02-17
zunal.com,501206,2020-04-28
zxmail.ru,22249,2017-03-29
zybez.net,151325,2020-07-10
zynga.com,216646654,2020-01-07
zzrbikes.com,6230,2019-10-28
